evolution$generation,nwCorrelation,sigmaDiscipline,alphaPreference,entryCostHierarchy,betaDC,depth,interdisciplinarity,evolution$samples
4000,0.16304482490501918,0.01,1.9406097530407944,0.02335687928590301,5.0,-0.0024636971746608,-1.9916219033221294,1
4000,0.9174893429277546,0.010000034693476219,0.00614898338965514,4.414152524318448,4.8649699079978355,-0.08311676196380935,-1.7410943836095152,1
4000,0.9336826963687962,0.01,0.0,5.0,5.0,-0.08015665770973963,-1.7582624335291097,1
4000,0.6107979135332902,0.01,0.0,4.971228720086126,5.0,-0.06263856212945929,-1.8090381363249477,2
4000,0.9103358184562892,0.010000043244295554,0.008512537849727074,4.379559358787247,4.9063655426502475,-0.048185078687321775,-1.857789541134815,4
4000,0.0313965977840377,0.01,1.6773283081984893,0.2683602645738044,4.904965429351847,-0.012577606075232728,-1.9630871384127977,5
4000,0.7801982836270022,0.01,0.0,4.8908304193912855,4.964946384076247,-0.05384428286210807,-1.8511321905488787,6
4000,0.9921008820768498,0.010000008820363756,0.10772016194110215,4.6438825302900835,4.144915630165345,-0.040885015344777134,-1.8808066022759597,7
4000,0.8509537641148026,0.01,0.0,4.94103162955723,4.999057921739369,-0.04859337507295389,-1.8544137129462075,12
4000,0.3724605805955579,0.01,0.0038944941858218866,2.163691781972444,1.7156741195794716,-0.016886492026804666,-1.9525255665670014,8
4000,1.0,0.01,1.7645439378729137,2.963401525232144,2.218504972619451,-0.018694052462691818,-1.9440606948316619,10
4000,0.8017698731119401,0.01,0.07054300507393343,4.19755458834092,5.0,-0.044531482618190225,-1.869159063581431,9
4000,0.7268358685857831,0.01,0.06015180904428528,4.83601964684551,5.0,-0.07591356798603212,-1.793469848046072,1
4000,0.48709824799778556,0.01,0.0,0.20922135980781673,4.275223808458412,-0.02260828142439056,-1.934001780759997,14
4000,0.9879714882635773,0.01,0.29578502577460164,4.140083233095831,3.5510485129128115,-0.07221462542702824,-1.7957902928364062,1
