evolution$generation,nwCorrelation,sigmaDiscipline,alphaPreference,entryCostHierarchy,betaDC,depth,interdisciplinarity,evolution$samples
9000,0.8637863217856091,0.01,0.03705917711744341,4.984679080915128,4.972538048766067,-0.08161448481604483,-1.7538282671232268,1
9000,0.15609864320135927,0.01,2.121101319843997,0.0,4.912955237434341,-0.0032971047760610135,-1.988929493216549,1
9000,0.8158632810307082,0.01,2.983622284509637,0.0,0.0,-0.006194733376384485,-1.9810041057186234,1
9000,0.08917431798456084,0.01,1.7330022901116284,1.0341321931390153,5.0,-0.017929512609002544,-1.9451560695860795,100
9000,0.9743599726673163,0.01,0.0,4.52382183366319,4.573802899684341,-0.057526829450787256,-1.8318119131228907,2
9000,0.16342846394829766,0.01,1.59237106725134,0.0,5.0,-0.009228960137031025,-1.9736979077845256,3
9000,0.13936412982628937,0.01,4.741300330768059,0.0,5.0,-0.005698630274125476,-1.9821351264004934,4
9000,0.0,0.010000000048503323,4.426710423615949,0.0,3.8920194828076395,-0.0041881020470959434,-1.9865005228509969,5
9000,0.9561621187213957,0.01,0.003746384536120104,4.809253501312966,3.503487814500001,-0.044194998823189974,-1.8737539728345007,6
9000,0.992792990313225,0.01,0.0,4.625200221668938,4.7035133082637,-0.038324678430112835,-1.8846888005316809,7
9000,0.018224390116255228,0.01,3.365364108638584,0.0,4.7211183266175745,-0.010131543885330028,-1.9685567364763017,8
9000,0.8630363618610587,0.01,0.027502343893335248,4.889960896954742,5.0,-0.053175264213977454,-1.8434066322185663,9
9000,0.8714854030822363,0.01,2.416850539194072,1.9585177838067802,4.934705170968046,-0.026833166142121268,-1.925563713032656,11
9000,1.0,0.010003783810966402,0.0,5.0,5.0,-0.08016589816916686,-1.7712074254127435,1
9000,0.646822791307292,0.01,0.0,2.6048817564699,5.0,-0.04030668677539778,-1.8790421452420598,14
9000,0.9403229559175992,0.01,0.15455643239960504,4.984647991736569,4.999923663164941,-0.07389366814512681,-1.7875490328749086,1
