evolution$generation,nwCorrelation,sigmaDiscipline,alphaPreference,entryCostHierarchy,betaDC,depth,interdisciplinarity,evolution$samples
2000,0.827873542197927,0.01,0.0,4.822371282813916,4.995883977536126,-0.07968947937920842,-1.7622667051926166,1
2000,0.0,0.01,0.013105297863982256,4.563598088740328,1.4029160446295043E-7,-0.0021074099738141935,-1.9926721816613129,1
2000,0.2008417926027731,0.01,1.9384085887522158,4.009169916323159,4.943020001869004,-0.032489071780719504,-1.9020594091540746,100
2000,0.9304658106872691,0.01,0.0045192290051126105,4.126840587273405,5.0,-0.047526390499928545,-1.875515165135389,1
2000,0.827355511789643,0.01,0.5235679325186636,2.835600273886704,4.080707166329362,-0.02996033249834615,-1.9170549445743568,2
2000,1.0,0.01,0.0,4.063374476349139,5.0,-0.045185373833554074,-1.87281653125455,4
2000,0.3095750526246204,0.01,1.4460793181598055,0.11487482310278452,3.1721661034734523,-0.01298472901094865,-1.9624253559018447,5
2000,0.753028638353405,0.01,5.0,0.9900603219447918,0.4826135493014627,-0.008869007904616246,-1.9745162482206657,6
2000,0.6730664456398737,0.01,0.19022535785302827,4.932987659806244,5.0,-0.043676784163785565,-1.870765239555346,7
2000,0.9900711512600561,0.01,0.0,4.628658487347075,5.0,-0.05617377077318293,-1.8347816900791014,8
2000,0.18547334717153435,0.01,1.7573640551122178,0.024619501348887574,4.88475166487884,-0.00831254204799213,-1.9733748564942797,10
2000,0.9426856621493636,0.01,0.4809556276629529,2.340325015483083,4.900954128888758,-0.03343163994920581,-1.9064887796434211,11
2000,0.42820901852012166,0.01,4.95653466143488,4.253197102048488,2.5987211489641298,-0.02490618822685736,-1.9255934598745452,16
2000,0.5590106226407574,0.01,0.0,4.912859677414384,4.964293290060952,-0.07485473082910457,-1.7831124263742144,1
2000,0.14967946460925868,0.010000028617326826,1.3004392327485266,5.0,1.4305997362928078,-0.01959516321622882,-1.9454093763109381,12
2000,0.5500356064375354,0.01,0.022295694412530695,4.266338666045404,5.0,-0.07711690785434869,-1.770922442362272,2
2000,0.2347856019888235,0.01,0.0,0.93336926118583,3.060357057263967,-0.024497067136188603,-1.9262377452497605,14
2000,0.900976527461771,0.01,0.0,4.991421652642849,4.5957993634928735,-0.06359251689928541,-1.829823177421759,1
2000,1.0,0.01,0.4635999682544239,5.0,4.780056155072949,-0.078477586259956,-1.7809105119590036,1
2000,1.0,0.010000022825169146,0.06965243469514622,4.771317286103045,4.575592830340708,-0.06633641454896386,-1.8192079766963538,1
2000,0.684203305991971,0.010000079985419581,0.11401947158029722,5.0,4.8952407326825425,-0.07300035651385993,-1.8040507979516376,1
2000,0.0,0.01,0.0,0.42150363843148825,4.942450979549194,-0.02036420364718866,-1.9395809891217937,22
2000,0.7513000306336979,0.01,0.07322184510719026,4.978219366473214,4.932921584480532,-0.04843852680109069,-1.8608603977216727,19
2000,0.9618081087742192,0.01,1.9640350790747994,2.9742328617577884,2.337123571237559,-0.01766717778140484,-1.9496658478684057,18
2000,0.5107000051077049,0.01,0.9620120778970649,3.9669531388371286,1.4332381855400866,-0.014365571283661423,-1.9559635865656662,25
2000,0.9674741662305706,0.01,0.0,5.0,5.0,-0.06582705960880511,-1.8041036380565858,2
2000,1.0,0.01,2.2651009987354853,4.823152991317746,5.0,-0.03884102673245543,-1.8855182439576774,32
2000,0.813585173899942,0.01,0.35597269528017594,2.6693489319415327,3.8916637288212557,-0.028996334735161756,-1.9165601762701003,45
2000,0.13627689060315162,0.01,1.8840625268141509,2.1618613851314854,4.533582981905413,-0.024391560362596938,-1.9264816981136836,23
2000,0.9393889035979912,0.010000003125472846,0.0,4.557042300271959,5.0,-0.05986141422208411,-1.817499016995564,3
2000,0.7490345129919097,0.01,0.1284295529507834,4.6394851404831785,5.0,-0.043751453559794005,-1.8658535574526125,55
2000,1.0,0.01,0.0,5.0,5.0,-0.05113534800683642,-1.8448404555264803,37
2000,0.5308217715311666,0.01,0.0,5.0,5.0,-0.04277964670004199,-1.8707110763412067,28
