evolution$generation,nwCorrelation,sigmaDiscipline,alphaPreference,entryCostHierarchy,betaDC,depth,interdisciplinarity,evolution$samples
3000,0.7430299732246832,0.01,0.0,5.0,4.89898888627539,-0.08402669811087819,-1.7587136719251053,1
3000,0.005831804427255219,0.01,0.0,4.628765058871165,0.0,-0.0027476515242111986,-1.9900699666813397,1
3000,0.15908928865484975,0.01,0.05648222654961837,3.899049081015977,4.949184421317869,-0.043329674860386365,-1.8937791059953248,1
3000,0.30909624379953576,0.01,1.4898155506383024,2.782995736019481E-4,2.728641653406228,-0.009748575632001807,-1.9690306761236174,100
3000,0.9998980417990416,0.01,1.405312593164869,4.978631630007064,3.591166539776873,-0.02399845246026283,-1.9342445644776145,2
3000,0.4203307957371689,0.01,1.1794255637177125,0.30306011379808706,2.316272126438906,-0.008363715727914141,-1.9735805093856138,3
3000,1.0,0.010000016622685131,1.8004887537107819,3.0902554490601633,0.0,-0.008566201064259081,-1.9735470260575245,4
3000,0.2906577333371627,0.01,0.0,4.640903492562948,4.987881817146556,-0.055526962772120284,-1.847815092854759,5
3000,0.48709824799778556,0.01,0.0,0.20922135980781673,4.275223808458412,-0.024286634565709626,-1.9275605598714471,6
3000,0.9371393333849626,0.01,0.0,5.0,4.647378519753652,-0.045630430547596655,-1.8684584283845025,8
3000,0.20217435331271724,0.01,0.0,4.012397816627757,4.943020001869004,-0.07144260061187085,-1.8117949801385973,1
3000,0.8270271997555694,0.010000050282520382,0.6277776886293795,0.0,4.0567454441900805,-0.011720909820618972,-1.965823194036121,9
3000,0.9986024019786776,0.01,0.0,4.852456809171723,5.0,-0.07770341997933293,-1.766552189590732,1
3000,1.0,0.01,0.0,5.0,5.0,-0.052198880571275606,-1.8363946277736347,12
3000,0.04876518124563711,0.01,1.6764770076323774,0.9472397986088612,0.4933231672463828,-0.008691871967130869,-1.9717650052516535,10
3000,0.14772159937748525,0.010000028404380173,1.471848711577863,4.342848055549844,0.0,-0.007789984576434537,-1.9757460539085387,14
3000,0.8061086444343487,0.01,0.007258680586816248,5.0,4.843026247472134,-0.07694321060019232,-1.7831334674218835,1
3000,0.9063757408354616,0.01,0.001202834340487896,4.33051322099982,4.8734416379610686,-0.04228946055654014,-1.878025056300439,17
3000,0.33209582084803185,0.0100000054407486,0.9903412932466954,0.04882288478592293,3.433326320553465,-0.009975106059265165,-1.9690673054072776,11
3000,0.0,0.010000023776108067,0.020143426695983794,0.9586535547012748,4.916683328770918,-0.02784917412037365,-1.9193748747034636,13
3000,0.0,0.010000001398703702,1.8434807218056997,2.94403820299757,5.0,-0.03411924577427477,-1.9073559923301926,32
3000,0.057674452428898765,0.01,1.9905720839415806,1.9258235825354113,4.780053851389229,-0.026079987135865193,-1.92270708120613,24
3000,0.1031238193946576,0.01,0.0,0.07589429559853844,0.8164697509828507,-0.011762138182742903,-1.9641734504057995,21
3000,0.8030580241548209,0.01,0.0,4.841002434382659,5.0,-0.06183069536427628,-1.8286597710530617,3
3000,0.8701503992127313,0.01,0.0,3.5316295130636375,5.0,-0.060391858264167306,-1.8353100300170204,1
3000,0.7728834531631588,0.01,0.0,4.923085222086728,4.966925717259084,-0.07000490067279139,-1.8202092808473316,1
3000,0.9263282279017151,0.01,0.0,4.915349900322616,4.940382363703702,-0.0692545387166535,-1.8267256103092258,1
3000,1.0,0.01,0.0,5.0,4.77517258689224,-0.05927651512106786,-1.840416889777128,1
3000,0.33842066692604683,0.01,2.0988400238448373,0.8931778038441152,2.956734084073636,-0.014031596582527254,-1.956337626263172,19
3000,0.8337031036479913,0.01,0.0,5.0,5.0,-0.04584021879549839,-1.861710681286091,18
3000,0.9786696290071155,0.01,0.007703382476387025,5.0,4.6885461742706225,-0.07580984799699025,-1.7897480261707057,1
3000,0.8308889875208846,0.01,0.0,4.558873257581093,5.0,-0.07828261366106302,-1.7613642068659756,1
3000,0.739113673627325,0.01,0.0,5.0,4.981643295907242,-0.04916102282445577,-1.8526305791069708,50
3000,1.0,0.01,1.7136767251331897,2.927632937642298,3.5205731365711017,-0.024233226365802142,-1.9258646203291403,27
3000,0.995324612726871,0.010000016524315558,1.8440011089969741,2.710976962611225,0.7149577750760756,-0.011955951993018396,-1.9627179663383894,28
3000,0.5874433940003032,0.01,0.0527513369012251,2.129942568981449,3.8386772846521007,-0.027971234453933923,-1.9179524320757046,44
3000,1.0,0.010000027089315583,0.0,3.7310991353669265,3.7248080188005845,-0.05737957596434914,-1.8473953036102018,1
3000,1.0,0.010000009045659258,0.05737608277100835,4.601613269890132,4.856386599852771,-0.048299202610411596,-1.856124623344364,38
3000,1.119106814679227E-5,0.01,0.19503229936865182,5.0,4.68933542870538,-0.04561376735924475,-1.8848852076162677,1
3000,0.9944017785683313,0.01,4.674545106471991,5.0,5.0,-0.06413351328015258,-1.8272816143259136,1
3000,0.8151806501665182,0.01,0.0,4.829323856212682,4.912250871333413,-0.040680297522576764,-1.8805123517497513,6
3000,1.0,0.01,2.5094267381620883,5.0,3.881457852305435,-0.035004491437040604,-1.8965619801849827,83
3000,1.0,0.01,1.739653884431518,2.9518017627953324,2.3756590526853305,-0.0186782524334089,-1.941856827979327,100
3000,0.8459188027960829,0.01,0.0,4.952598118275258,4.9972938110192855,-0.05665098699786134,-1.8486365643901377,1
3000,1.0,0.01,2.281789367660393,4.426025762806958,4.96079555006617,-0.03636600744174011,-1.892326122368424,63
3000,1.0,0.01,0.8942117479550399,4.957653896113266,3.705695572920749,-0.05429920984632532,-1.8572546037240285,1
3000,0.813585173899942,0.01,0.35597269528017594,2.6693489319415327,3.8916637288212557,-0.02733617424050537,-1.9162606296152607,100
3000,0.6638218864870092,0.01,0.0,5.0,4.886721388214104,-0.0520638010913939,-1.8433236765129202,6
3000,0.9426856621493636,0.01,0.4809556276629529,2.340325015483083,4.900954128888758,-0.028909250253234476,-1.9100530176591224,73
