evolution$generation,nwCorrelation,sigmaDiscipline,alphaPreference,entryCostHierarchy,betaDC,depth,interdisciplinarity,evolution$samples
8000,0.1681972846832999,0.01,1.209410634332236,0.061496417755968334,0.33581413315974906,-0.0026597931349403936,-1.989945273964359,1
8000,0.5357875965252217,0.010000032497639921,0.07075361837677724,4.752931681612588,4.999999999999999,-0.08706102407318154,-1.737216338859403,1
8000,0.9462235296470033,0.01,4.7918358855497537E-4,4.996400337893384,4.999826159388519,-0.04604473441770177,-1.8593962293567698,100
8000,0.09959599521138965,0.01,0.0,0.0,0.7074961446849625,-0.004535865926658324,-1.9857172089325694,1
8000,1.0,0.010038378660082295,0.0,4.870558053289191,4.967319231406401,-0.047507802834774064,-1.8761737501446825,3
8000,0.1448769238151049,0.010000052617349963,0.7422427356994841,0.5890600985744129,0.0,-0.007759906734554895,-1.9775077613304544,4
8000,0.9872456282303201,0.01,0.025851248747828688,4.987029168093463,4.593199551578275,-0.05182682068553933,-1.849368728511022,6
8000,1.0,0.010000002435750907,0.0,4.605411281694587,4.710042538275502,-0.07819926963781955,-1.7664925008587733,1
8000,0.845771748670419,0.01,5.0,1.8372916629637448,0.0,-0.006188955670461037,-1.9817696860339338,7
8000,0.9115937160528157,0.010000005214163296,0.7916365757602033,2.5704900210192423,4.9857089944327075,-0.031234711766483427,-1.9048691742058093,8
8000,0.958692920437263,0.01,0.3523870717477583,2.737697458724702,3.760957097362629,-0.02527006788433267,-1.9236608098943195,10
8000,0.9578996474956855,0.010037802771573338,8.488658420029606E-4,4.8463184052326564,4.571471983450986,-0.04929343066862868,-1.8712207390745954,9
8000,0.9850412898859526,0.010000000024210637,0.005489706297453421,4.999999999999999,5.0,-0.05455312230113082,-1.8323769947129962,12
8000,1.0,0.010000007111483973,0.0017831297948776503,5.0,5.0,-0.06457057623531008,-1.8195403646433579,2
8000,0.6559102359808782,0.01,3.364261506515346,2.6128502789141104,5.0,-0.029150630382261587,-1.9132626042388516,16
8000,0.8240983954967538,0.010011909074993892,0.0,4.807792129384326,4.817416444926317,-0.07663346204297988,-1.8018441244954995,1
8000,0.15955684010329185,0.010000050249746399,0.6617001036256751,0.475024624765387,0.0,-0.011434259607421329,-1.9645650576337959,28
8000,0.9624128378862931,0.010000000014317063,5.623778332673142E-4,4.807637195764064,4.840032234950459,-0.0644416279034054,-1.807189425276302,3
8000,0.6714568520320241,0.01,2.2761305916508103,2.1390874247866463,5.0,-0.02369689462444344,-1.9289024368794143,19
8000,0.9761977867167703,0.01,0.0,5.0,5.0,-0.06060087981082276,-1.836082743671234,1
8000,0.8105741347654583,0.01,0.44460694919620036,4.999994899081012,4.645648366186776,-0.0691331293553601,-1.805819286605363,1
8000,0.8371080850853571,0.01,0.0,4.398060919222008,5.0,-0.06399065333763321,-1.824690708778521,1
8000,0.9851791039481652,0.01,0.0,4.855945722527793,4.944838118049289,-0.05127608348879663,-1.8471157887458787,32
